,creelID,lakeID,site_group,accessPoint,sampleDate,partyActivity,numberInParty,travelTimeHours,dateTimeReturnInterview,dateTimeLeftLanding,timeNotFishing,electronicUse,fishingDaysYear,fishingDaysLakeYear,homeZip,satisfactionOverall,satisfactionNumber,satisfactionSize,c1LifeRevolves,c2TrophySpots,c3MostEnjoyable,c4SignificantIncome,c5Enjoyable,c6NoTimeHobbies,c7MaximizeNumbers,c8NoAlternative,c9FriendsFish,c10ReleaseFish,c11LoseFriends,c12BigSmall,c13OtherLeisure,c14KeepFishing,c15SpecialGear,income,race,raceOther,hispanic,
1200,ST_south_twin_20220611_creel_1,ST,rural,south_twin,20220611,boat_fishing,1,0.166666667,20220611 07:34,20220611 05:20,0.166666667,1,28,3,53514,10,3,6,2,2,4,1,4,2,4,1,4,4,1,5,2,5,5,"$150,000 or more",White,NA,0,
1201,ST_south_twin_20220611_creel_2,ST,rural,south_twin,20220611,boat_fishing,1,0.166666667,20220611 11:30,20220611 08:00,0,1,75,25,54952,3,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,"$90,000 to $99,999",White,NA,0,
1202,ML_brittingham_boats_20220611_creel_9,ML,urban,brittingham_boats,20220611,shore_fishing,1,0.25,20220611 13:04,NA,1,0,25,20,53575,8,7,8,3,5,3,3,5,2,2,3,4,5,2,5,3,5,5,"$100,000 to $149,999",White,NA,0,
1203,ST_south_twin_20220611_creel_5,ST,rural,south_twin,20220611,boat_fishing,1,NA,NA,20220611 11:50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1204,ML_brittingham_boats_20220611_creel_4,ML,urban,brittingham_boats,20220611,shore_fishing,2,NA,NA,20220611 09:05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1205,ML_brittingham_boats_20220611_creel_2,ML,urban,brittingham_boats,20220611,shore_fishing,1,0.083333333,20220611 11:01,20220611 08:24,0,0,1,0,53713,7,1,NA,1,3,2,1,4,1,5,1,2,3,1,1,1,3,1,"$40,000 to $49,999",Black,NA,0,
1206,ML_brittingham_boats_20220611_creel_7,ML,urban,brittingham_boats,20220611,shore_fishing,1,0.166666667,NA,20220611 10:50,0,0,30,0,48642,9,1,NA,3,1,4,2,5,3,3,3,2,4,1,2,3,5,1,"$20,000 to $29,999",White,NA,0,
1207,ML_brittingham_boats_20220611_creel_5,ML,urban,brittingham_boats,20220611,shore_fishing,2,NA,NA,20220611 10:30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1208,ML_brittingham_boats_20220611_creel_8,ML,urban,brittingham_boats,20220611,shore_fishing,2,1,20220611 12:53,NA,NA,0,NA,NA,53205,10,1,1,5,1,5,4,5,5,5,5,5,4,1,5,1,5,5,NA,NA,NA,NA,
1209,ML_brittingham_boats_20220611_creel_10,ML,urban,brittingham_boats,20220611,shore_fishing,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1210,EA_eagle_20220612_creel_11,EA,rural,eagle,20220612,boat_fishing,2,4.5,20220612 12:20,20220612 06:15,0,1,100,0,53575,4,3,2,4,5,5,5,5,1,2,2,4,5,2,5,5,4,5,"$70,000 to $79,999",White,NA,0,
1211,EA_eagle_20220612_creel_5,EA,rural,eagle,20220612,boat_fishing,2,0.5,20220612 12:45,20220612 06:03,1,1,14,2,54929,1,1,1,4,5,4,3,5,3,5,3,5,5,3,4,3,3,5,NA,White,NA,0,
1212,EA_eagle_20220612_creel_14,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 08:27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1213,EA_eagle_20220612_creel_21,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 13:12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1214,EA_eagle_20220612_creel_6,EA,rural,eagle,20220612,boat_fishing,2,5,20220612 11:50,20220612 06:05,1,1,30,2,53179,1,1,1,3,5,3,4,3,1,4,2,2,5,2,5,2,5,5,"$150,000 or more",White,NA,0,
1215,EA_eagle_20220612_creel_1,EA,rural,eagle,20220612,boat_fishing,2,0.583333333,20220612 12:05,20220612 05:36,1.5,1,30,6,49969,1,1,1,3,4,3,2,5,2,5,1,5,5,1,2,2,5,5,NA,White,NA,0,
1216,EA_eagle_20220612_creel_2,EA,rural,eagle,20220612,boat_fishing,2,0.5,20220612 12:15,20220612 05:45,1.25,1,40,0,54519,5,1,1,3,5,2,3,2,2,5,NA,2,5,2,5,3,5,5,"$40,000 to $49,999",White,NA,0,
1217,EA_eagle_20220612_creel_3,EA,rural,eagle,20220612,boat_fishing,2,2.5,20220612 12:36,20220612 05:59,1,1,200,2,NA,2,1,2,5,4,5,5,5,3,5,5,5,5,3,5,3,5,5,"$60,000 to $69,999",White,NA,0,
1218,EA_eagle_20220612_creel_4,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 06:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1219,EA_eagle_20220612_creel_7,EA,rural,eagle,20220612,boat_fishing,2,1.5,20220612 12:50,20220612 06:05,1,1,100,6,54455,2,1,1,4,5,4,5,5,3,2,1,5,5,1,5,5,5,5,"$150,000 or more",White,NA,0,
1220,EA_eagle_20220612_creel_8,EA,rural,eagle,20220612,boat_fishing,2,0.083333333,20220612 12:53,20220612 06:08,1,1,100,70,54521,1,1,1,5,4,1,5,4,5,5,5,5,5,5,4,5,5,5,"$70,000 to $79,999",White,NA,0,
1221,EA_eagle_20220612_creel_9,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 06:10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1222,EA_eagle_20220612_creel_12,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 06:15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1223,EA_eagle_20220612_creel_10,EA,rural,eagle,20220612,boat_fishing,2,NA,NA,20220612 06:12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1224,MD_mendota_county_park_20220612_creel_1,MD,urban,mendota_county_park,20220612,shore_fishing,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1225,MD_mendota_county_park_20220612_creel_2,MD,urban,mendota_county_park,20220612,shore_fishing,2,0,20220612 12:51,NA,0,0,3,3,53562,5,1,1,2,2,4,2,5,1,3,2,1,4,1,1,1,4,4,"$40,000 to $49,999",White,NA,1,
1226,AQ_allequash_20220614_creel_6,AQ,rural,allequash,20220614,boat_fishing,1,0.2,20220614 12:16,20220614 10:11,0,0,50,10,54560,NA,NA,NA,3,1,3,1,4,1,1,2,3,5,1,2,3,4,5,"$150,000 or more",White,NA,0,
1227,AQ_allequash_20220614_creel_3,AQ,rural,allequash,20220614,boat_fishing,2,0.333333333,20220614 12:00,20220614 09:51,0,1,50,4,54548,5,4,2,2,2,4,2,4,1,1,1,1,3,1,4,1,3,2,"$30,000 to $39,999",White,NA,0,
1228,AQ_allequash_20220614_creel_1,AQ,rural,allequash,20220614,boat_fishing,4,0.416666667,20220614 11:25,20220614 07:57,0,1,10,2,54228,3,3,5,1,2,1,2,5,1,5,1,1,3,1,3,1,1,4,"$100,000 to $149,999",White,NA,0,
1229,AQ_allequash_20220614_creel_4,AQ,rural,allequash,20220614,boat_fishing,1,3.5,20220614 12:01,20220614 08:37,0.25,1,6,0,53012,4,4,4,2,3,3,2,4,2,2,2,3,2,1,2,3,2,4,NA,White,NA,0,
1230,AQ_allequash_20220614_creel_2,AQ,rural,allequash,20220614,boat_fishing,1,0.083333333,20220614 12:00,20220614 08:35,0.333333333,0,40,2,54512,4,3,2,3,3,4,3,5,2,3,2,1,4,1,3,4,3,5,NA,White,NA,0,
1231,AQ_allequash_20220614_creel_7,AQ,rural,allequash,20220614,boat_fishing,3,NA,NA,20220614 13:31,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1232,AQ_allequash_20220614_creel_5,AQ,rural,allequash,20220614,boat_fishing,2,0.333333333,20220614 16:30,NA,0,1,50,12,54481,10,8,6,4,3,5,4,5,2,2,2,3,4,1,3,2,4,2,"$60,000 to $69,999",White,NA,0,
1233,KE_fish_camp_20220616_creel_3,KE,urban,fish_camp,20220616,shore_fishing,4,1,20220616 16:46,20220616 14:09,0,0,1,0,60142,8,8,NA,1,4,2,1,1,1,4,1,1,5,1,5,1,3,1,"$150,000 or more",White,NA,0,
1234,LJ_little_john_20220616_creel_1,LJ,rural,little_john,20220616,boat_fishing,4,0.116666667,20220616 16:40,20220616 14:03,0.083333333,1,90,4,53097,7,5,5,3,2,4,2,5,2,2,1,5,2,1,4,2,2,5,"$100,000 to $149,999",White,NA,0,
1235,LJ_little_john_20220616_creel_2,LJ,rural,little_john,20220616,boat_fishing,3,0.333333333,NA,20220616 10:00,0,1,100,0,54154,8,9,7,3,4,4,4,4,3,3,1,4,3,1,2,2,2,4,"$70,000 to $79,999",White,NA,0,
1236,KE_fish_camp_20220616_creel_6,KE,urban,fish_camp,20220616,boat_fishing,2,0.016666667,20220616 21:01,20220616 15:57,NA,1,60,30,NA,9,9,10,3,5,4,3,5,1,2,1,3,3,2,2,2,5,5,"$100,000 to $149,999",White,NA,0,
1237,LJ_little_john_20220616_creel_4,LJ,rural,little_john,20220616,boat_fishing,2,0.25,20220616 15:43,20220616 12:00,0.5,1,150,0,60435,6,6,6,5,5,3,4,3,2,2,2,4,4,2,2,4,5,5,NA,White,NA,0,
1238,KE_fish_camp_20220616_creel_11,KE,urban,fish_camp,20220616,boat_fishing,2,0.166666667,20220616 19:52,20220616 17:17,0,1,40,20,53589,9,9,9,4,4,4,3,4,3,4,2,4,3,1,2,3,3,2,"$100,000 to $149,999",White,NA,0,
1239,KE_fish_camp_20220616_creel_9,KE,urban,fish_camp,20220616,boat_fishing,2,0.5,20220616 16:20,20220616 11:00,0,1,200,50,53539,10,5,10,5,5,5,2,5,5,5,5,5,5,5,1,5,5,5,"$50,000 to $59,999",White,NA,0,
1240,LJ_little_john_20220616_creel_3,LJ,rural,little_john,20220616,boat_fishing,2,0.25,20220616 14:25,NA,0,1,5,0,60140,3,4,3,3,3,4,1,4,2,4,3,1,5,1,3,4,3,3,"$80,000 to $89,999",White,NA,0,
1241,KE_fish_camp_20220616_creel_10,KE,urban,fish_camp,20220616,boat_fishing,2,0.1,20220616 20:16,20220616 16:58,0,1,30,20,53558,10,5,10,4,4,4,2,4,2,2,2,4,4,2,2,2,4,4,"$70,000 to $79,999",White,NA,0,
1242,KE_fish_camp_20220616_creel_1,KE,urban,fish_camp,20220616,boat_fishing,1,0.583333333,20220616 13:39,20220616 08:39,2,1,120,12,53576,1,1,1,3,5,3,2,4,2,3,2,4,3,2,4,3,4,4,"$30,000 to $39,999",White,NA,0,
1243,LJ_little_john_20220616_creel_5,LJ,rural,little_john,20220616,boat_fishing,3,NA,NA,20220616 19:27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1244,LJ_little_john_20220616_creel_6,LJ,rural,little_john,20220616,boat_fishing,3,NA,NA,20220616 19:30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1245,LJ_little_john_20220616_creel_7,LJ,rural,little_john,20220616,boat_fishing,2,0.416666667,NA,20220616 19:42,NA,0,25,2,53185,7,7,5,3,3,3,4,5,3,4,1,4,5,1,3,3,4,3,NA,White,NA,0,
1246,KE_fish_camp_20220616_creel_8,KE,urban,fish_camp,20220616,boat_fishing,1,0.166666667,20220616 17:47,NA,NA,1,100,15,53538,5,1,NA,4,4,4,3,4,3,3,3,3,4,1,3,3,4,4,"$60,000 to $69,999",White,NA,0,
1247,KE_fish_camp_20220616_creel_2,KE,urban,fish_camp,20220616,boat_fishing,2,NA,20220616 13:57,20220616 09:30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1248,KE_fish_camp_20220616_creel_4,KE,urban,fish_camp,20220616,shore_fishing,2,NA,NA,20220616 14:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1249,KE_fish_camp_20220616_creel_7,KE,urban,fish_camp,20220616,shore_fishing,3,NA,20220616 16:09,20220616 15:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1250,WC_wildcat_20220618_creel_8,WC,rural,wildcat,20220618,boat_fishing,6,0.333333333,NA,20220618 11:00,0,1,30,0,53120,10,10,6,3,4,3,5,5,2,3,2,3,3,3,5,3,5,5,"$80,000 to $89,999",White,NA,0,
1251,MD_governor_nelson_state_park_20220618_creel_1,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.25,20220618 14:00,20220618 06:00,1,1,150,30,53598,7,9,7,5,4,5,5,5,4,4,4,5,5,3,3,3,5,5,"$60,000 to $69,999",Asian,NA,0,
1252,MD_governor_nelson_state_park_20220618_creel_2,MD,urban,governor_nelson_state_park,20220618,boat_fishing,1,1.166666667,20220618 14:04,20220618 08:00,1,1,230,1,53098,9,10,9,5,5,5,5,5,5,4,5,3,5,2,5,5,5,5,"$40,000 to $49,999",White,NA,0,
1253,WC_wildcat_20220618_creel_2,WC,rural,wildcat,20220618,boat_fishing,2,0.083333333,20220618 16:30,20220618 14:20,0,1,30,1,53168,5,5,3,2,5,5,4,5,5,5,2,4,3,1,4,4,4,5,"$100,000 to $149,999",White,NA,0,
1254,MD_governor_nelson_state_park_20220618_creel_3,MD,urban,governor_nelson_state_park,20220618,boat_fishing,1,0.333333333,20220618 14:22,20220618 06:00,1,1,180,20,53527,7,6,5,3,5,5,5,5,4,5,4,4,5,1,5,5,5,NA,NA,White,NA,0,
1255,MD_governor_nelson_state_park_20220618_creel_4,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.25,20220618 14:34,20220618 06:15,0,1,200,4,53713,8,8,5,4,4,4,4,4,3,2,2,4,3,3,4,3,4,4,"$90,000 to $99,999",Asian,NA,0,
1256,WC_wildcat_20220618_creel_6,WC,rural,wildcat,20220618,boat_fishing,3,0.033333333,20220618 19:35,20220618 16:32,NA,1,100,2,54165,7,2,1,3,5,4,3,5,2,3,2,3,5,2,4,3,5,5,NA,NA,NA,NA,
1257,MD_governor_nelson_state_park_20220618_creel_5,MD,urban,governor_nelson_state_park,20220618,boat_fishing,5,NA,20220618 14:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1258,MD_governor_nelson_state_park_20220618_creel_6,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.833333333,20220618 14:42,NA,0,1,25,0,53545,7,10,7,1,5,3,2,5,1,5,1,2,5,1,5,2,5,5,"$70,000 to $79,999",White,NA,0,
1259,MD_governor_nelson_state_park_20220618_creel_7,MD,urban,governor_nelson_state_park,20220618,shore_fishing,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1260,MD_governor_nelson_state_park_20220618_creel_8,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,1.5,20220618 14:59,20220618 06:00,0,1,50,1,53105,4,2,5,4,1,3,3,4,3,3,2,4,5,2,2,2,4,5,NA,White,NA,0,
1261,WC_wildcat_20220618_creel_10,WC,rural,wildcat,20220618,shore_fishing,4,4.5,20220618 21:45,NA,0.5,0,45,0,53012,7,10,6,2,3,3,2,5,1,3,1,1,4,1,3,2,3,1,"$100,000 to $149,999",White,NA,0,
1262,MD_governor_nelson_state_park_20220618_creel_9,MD,urban,governor_nelson_state_park,20220618,shore_fishing,4,NA,NA,20220618 15:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1263,WC_wildcat_20220618_creel_1,WC,rural,wildcat,20220618,boat_fishing,2,0.05,20220618 20:06,20220618 13:42,NA,1,100,2,54495,10,1,10,5,3,5,5,5,3,5,3,4,5,1,5,4,5,5,"$70,000 to $79,999",White,NA,0,
1264,WC_wildcat_20220618_creel_3,WC,rural,wildcat,20220618,boat_fishing,2,0.5,20220618 21:04,20220618 14:50,0.083333333,1,20,0,53589,8,1,1,5,5,4,4,4,3,5,3,4,5,1,5,2,5,5,NA,NA,NA,NA,
1265,WC_wildcat_20220618_creel_9,WC,rural,wildcat,20220618,boat_fishing,3,NA,NA,20220618 20:43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1266,WC_wildcat_20220618_creel_7,WC,rural,wildcat,20220618,boat_fishing,1,0.75,20220618 20:36,20220618 17:10,0,1,30,0,53575,10,10,10,3,4,2,4,5,1,1,1,3,4,2,5,2,4,5,"$150,000 or more",White,NA,0,
1267,WC_wildcat_20220618_creel_5,WC,rural,wildcat,20220618,boat_fishing,2,NA,NA,20220618 15:35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1268,MD_governor_nelson_state_park_20220618_creel_10,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.833333333,20220618 15:19,20220618 06:00,1,1,80,3,53069,10,8,8,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,NA,NA,NA,NA,
1269,MD_governor_nelson_state_park_20220618_creel_12,MD,urban,governor_nelson_state_park,20220618,boat_fishing,1,NA,NA,20220618 15:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1270,MD_governor_nelson_state_park_20220618_creel_13,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,NA,NA,20220618 15:52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1271,MD_governor_nelson_state_park_20220618_creel_14,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.333333333,20220618 15:50,20220618 11:00,2,1,25,4,NA,10,4,4,3,5,5,5,3,3,2,2,4,5,3,3,4,3,4,NA,White,NA,0,
1272,MD_governor_nelson_state_park_20220618_creel_16,MD,urban,governor_nelson_state_park,20220618,boat_fishing,3,0.283333333,20220618 16:12,20220618 07:00,0,1,104,4,53916,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1273,MD_governor_nelson_state_park_20220618_creel_17,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,NA,20220618 16:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1274,MD_governor_nelson_state_park_20220618_creel_18,MD,urban,governor_nelson_state_park,20220618,boat_fishing,2,0.666666667,20220618 21:20,NA,3.5,1,3,3,53572,10,1,NA,3,1,4,2,5,2,5,1,5,4,1,1,1,3,4,NA,White,NA,0,
1275,MD_governor_nelson_state_park_20220618_creel_22,MD,urban,governor_nelson_state_park,20220618,shore_fishing,4,0.166666667,20220618 20:21,NA,0,0,20,2,53717,5,1,NA,1,4,4,1,4,2,4,4,1,3,1,4,2,3,1,NA,Asian,NA,0,
1276,UG_upper_gresham_20220619_creel_7,UG,rural,upper_gresham,20220619,boat_fishing,2,0.166666667,20220619 19:18,20220619 14:30,0.5,1,40,8,54956,9,9,8,5,5,4,3,5,3,3,3,3,5,1,5,4,5,5,"$60,000 to $69,999",White,NA,0,
1277,SW_silverwood_county_park_20220619_creel_7,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.166666667,20220619 19:37,NA,0,1,90,10,53563,10,8,7,4,3,4,4,5,3,5,4,3,3,3,3,4,4,5,"$60,000 to $69,999",White,NA,0,
1278,UG_upper_gresham_20220619_creel_1,UG,rural,upper_gresham,20220619,boat_fishing,3,0.333333333,20220619 17:36,20220619 15:00,0.333333333,1,30,1,53153,8,8,3,4,3,4,3,4,3,3,2,2,4,2,3,3,4,2,"$80,000 to $89,999",White,NA,0,
1279,SW_silverwood_county_park_20220619_creel_15,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.166666667,20220619 20:36,20220619 19:30,0,0,125,5,53523,10,10,10,3,1,2,1,2,1,1,1,3,1,1,1,1,1,5,NA,American Indian or Alaska Native,NA,0,
1280,SW_silverwood_county_park_20220619_creel_5,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.333333333,20220619 14:56,20220619 09:56,0,0,10,4,53549,10,10,10,1,1,2,1,1,1,1,1,2,3,1,5,1,2,5,"$100,000 to $149,999",White,NA,NA,
1281,UG_upper_gresham_20220619_creel_3,UG,rural,upper_gresham,20220619,boat_fishing,2,0.166666667,20220619 15:20,20220619 09:00,0,1,12,0,54915,10,10,7,4,3,4,2,5,4,3,2,4,4,2,2,3,4,4,NA,White,NA,0,
1282,SW_silverwood_county_park_20220619_creel_2,SW,urban,silverwood_county_park,20220619,boat_fishing,2,0.166666667,20220619 13:57,20220619 10:57,0,0,7,3,53534,8,8,8,3,3,3,2,3,2,1,1,3,5,1,3,1,2,3,"$30,000 to $39,999",White,NA,0,
1283,SW_silverwood_county_park_20220619_creel_12,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.5,20220619 19:51,NA,0,0,12,1,53545,10,10,8,1,1,1,1,5,1,1,1,1,2,1,1,1,1,3,"$40,000 to $49,999",White,NA,0,
1284,UG_upper_gresham_20220619_creel_2,UG,rural,upper_gresham,20220619,boat_fishing,3,0.083333333,20220619 21:16,20220619 15:00,0,1,NA,NA,54512,5,6,5,4,3,4,3,5,3,3,3,3,5,3,5,3,3,4,"$60,000 to $69,999",White,NA,0,
1285,UG_upper_gresham_20220619_creel_5,UG,rural,upper_gresham,20220619,boat_fishing,5,0.083333333,20220619 17:25,20220619 11:30,NA,1,20,1,NA,10,3,1,2,4,4,2,4,1,1,1,1,5,1,3,1,3,3,"$70,000 to $79,999",White,NA,0,
1286,UG_upper_gresham_20220619_creel_6,UG,rural,upper_gresham,20220619,shore_fishing,5,0.333333333,20220619 19:57,20220619 19:50,0,0,20,1,60631,7,7,7,2,3,2,1,4,1,2,1,2,5,1,4,2,2,5,"$100,000 to $149,999",White,NA,0,
1287,SW_silverwood_county_park_20220619_creel_1,SW,urban,silverwood_county_park,20220619,boat_fishing,2,0.333333333,20220619 16:46,NA,NA,0,5,NA,53546,10,5,4,2,1,2,2,5,2,5,2,4,2,1,2,2,5,5,"$150,000 or more",White,NA,0,
1288,SW_silverwood_county_park_20220619_creel_3,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.333333333,20220619 13:59,20220619 11:00,1.333333333,0,30,15,53563,7,6,9,2,3,3,1,4,1,2,2,3,4,1,5,2,3,2,NA,White,NA,0,
1289,SW_silverwood_county_park_20220619_creel_4,SW,urban,silverwood_county_park,20220619,boat_fishing,4,0.333333333,20220619 17:02,20220619 14:54,0,0,36,5,53545,7,1,1,1,2,4,1,5,1,4,1,3,3,1,3,1,1,5,NA,NA,NA,NA,
1290,SW_silverwood_county_park_20220619_creel_10,SW,urban,silverwood_county_park,20220619,boat_fishing,1,0.75,20220619 16:01,20220619 13:00,0,0,20,1,53511,8,2,2,4,2,5,3,5,3,4,3,4,5,2,3,4,5,4,"$60,000 to $69,999",White,NA,0,
1291,UG_upper_gresham_20220619_creel_4,UG,rural,upper_gresham,20220619,boat_fishing,2,0.166666667,20220619 15:40,20220619 11:00,NA,1,100,5,54519,5,8,4,3,2,3,1,5,1,1,1,3,5,1,1,1,1,5,NA,White,NA,0,
1292,UG_upper_gresham_20220619_creel_8,UG,rural,upper_gresham,20220619,boat_fishing,3,NA,NA,20220619 20:55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1293,SW_silverwood_county_park_20220619_creel_13,SW,urban,silverwood_county_park,20220619,shore_fishing,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1294,SW_silverwood_county_park_20220619_creel_6,SW,urban,silverwood_county_park,20220619,shore_fishing,2,0.333333333,20220619 16:14,NA,1,0,30,2,53538,7,1,NA,3,5,1,2,5,1,1,1,4,4,1,5,2,3,5,"$50,000 to $59,999",White,NA,0,
1295,SW_silverwood_county_park_20220619_creel_9,SW,urban,silverwood_county_park,20220619,shore_fishing,2,NA,NA,20220619 15:40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1296,SW_silverwood_county_park_20220619_creel_16,SW,urban,silverwood_county_park,20220619,shore_fishing,4,NA,NA,20220619 19:10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1297,SW_silverwood_county_park_20220619_creel_14,SW,urban,silverwood_county_park,20220619,shore_fishing,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1298,UM_lottes_park_20220622_creel_5,UM,urban,lottes_park,20220622,boat_fishing,1,0.666666667,20220622 12:54,20220622 09:08,0,1,175,2,53955,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1299,UM_lottes_park_20220622_creel_4,UM,urban,lottes_park,20220622,boat_fishing,3,0.5,20220622 13:18,20220622 08:42,1,0,25,15,53562,9,4,4,1,4,3,2,5,2,5,2,3,4,3,5,3,3,4,"$150,000 or more",White,NA,0,
